абажур|lampshade, shade
поверенный|charge d'affaires
поверхностно|superficially
поверхностный|facile, scant, shallow, sketchy, skin-deep, superficial
поверхность|surface
повеса|rake
повествование|narration
повестка|agenda, citation, summons
повешение|hanging
повиноваться|obey
повинуясь|obedience
повод|halter
поводок|lead, leash
повозка|wag(g)on
поворачивать|readjust, turn
поворот|bend, turn, turning, twirl
повреждать|harm, injure
повреждение|failure, lesion
повреждённый|faulty, injured
поврежденный|soiled
повседневный|everyday, routine
повстанец|insurgent
повсюду|about
повтор|instant replay, repetition
повторение|recurrence, repetition, revision
повторный|repeat
повторять|reiterate, revise
повторяться|recur
повторяющийся|recurrent, recurring, repetitive
повышать|elevate, promote, raise
повышаться|rise
повышение|elevation, promotion, rise
повязка|patch, sweatband
поганка|toadstool
поганый|rotten
погибать|kill, perish
погибшие|dead
поглощать|absorb, engulf
поглощение|absorption, intake, takeover
поглощённый|engrossed
погнутый|bent
поговорка|adage, saying
поголовье|stock
погост|churchyard
погребать|inter
погребение|interment
погром|mayhem
погружать|immerse
погружаться|submerge
погружение|submersion
погрузка|embarkation
под|below, beneath, under, underneath
подавать|serve, tender
подавление|repression, suppression
подавленный|low, subdued
подавлять|quell, repress, smother, stifle, subdue, suppress
подавляющий|overwhelming
подагра|gout
подарок|free gift, freebie, gift, present
податель|bearer
податливый|malleable
подача|submission
подающий|pitcher
подаяние|alms
подбегать|come
подбивать|heel
подбодрять|enliven
подбор|assortment
подборка|selection
подбородок|chin
